Player_Name,Role_Desc,Player_team,Opposit_Team,is_manofThematch,pscore,City_Name
AM Rahane,Player,Rajasthan Royals,Delhi Daredevils,1,0,Rajasthan Royals
A Kumble,Captain,Royal Challengers Bangalore,Deccan Chargers,1,3,Royal Challengers Bangalore
MS Gony,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
B Kumar,Player,Pune Warriors,Rajasthan Royals,0,0,Pune Warriors
Harbhajan Singh,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
DW Steyn,Player,Deccan Chargers,Chennai Super Kings,0,0,Deccan Chargers
DL Vettori,Captain,Royal Challengers Bangalore,Mumbai Indians,0,3,Royal Challengers Bangalore
AD Mathews,Player,Pune Warriors,Chennai Super Kings,0,0,Chennai Super Kings
S Nadeem,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
MM Sharma,Player,Chennai Super Kings,Kolkata Knight Riders,0,0,Chennai Super Kings
KV Sharma,Player,Mumbai Indians,Kolkata Knight Riders,1,0,Mumbai Indians
R Ashwin,Player,Chennai Super Kings,Delhi Daredevils,0,0,Delhi Daredevils
Mandeep Singh,Player,Kings XI Punjab,Kochi Tuskers Kerala,0,0,Kochi Tuskers Kerala
PA Patel,Keeper,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
M Manhas,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DPMD Jayawardene,Player,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
R Vinay Kumar,Player,Mumbai Indians,Sunrisers Hyderabad,0,1,Mumbai Indians
RV Uthappa,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
SPD Smith,Player,Pune Warriors,Delhi Daredevils,0,0,Pune Warriors
AS Raut,Player,Rajasthan Royals,Royal Challengers Bangalore,0,1,Rajasthan Royals
JD Ryder,Player,Pune Warriors,Kolkata Knight Riders,0,0,Pune Warriors
RS Bopara,Player,Kings XI Punjab,Rajasthan Royals,0,0,Kings XI Punjab
Sandeep Sharma,Player,Kings XI Punjab,Mumbai Indians,0,0,Kings XI Punjab
S Dhawan,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Sunrisers Hyderabad
RV Uthappa,Player,Mumbai Indians,Chennai Super Kings,0,1,Mumbai Indians
MK Pandey,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
Z Khan,Captain,Delhi Daredevils,Rising Pune Supergiants,0,3,Rising Pune Supergiants
AB Agarkar,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
JA Morkel,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
AM Rahane,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
BB McCullum,Keeper,Kolkata Knight Riders,Rajasthan Royals,0,0,Rajasthan Royals
P Awana,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
A Ashish Reddy,Player,Deccan Chargers,Pune Warriors,0,0,Pune Warriors
DR Smith,Player,Gujarat Lions,Kolkata Knight Riders,0,0,Gujarat Lions
MS Dhoni,CaptainKeeper,Chennai Super Kings,Kolkata Knight Riders,0,0,Chennai Super Kings
G Gambhir,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,Kolkata Knight Riders
PA Patel,CaptainKeeper,Kochi Tuskers Kerala,Chennai Super Kings,0,0,Chennai Super Kings
NLTC Perera,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
P Kumar,Player,Kings XI Punjab,Chennai Super Kings,0,1,Kings XI Punjab
OA Shah,Player,Kochi Tuskers Kerala,Chennai Super Kings,0,0,Chennai Super Kings
MS Dhoni,CaptainKeeper,Chennai Super Kings,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
PP Chawla,Player,Kolkata Knight Riders,Mumbai Indians,0,0,Mumbai Indians
S Badrinath,Player,Chennai Super Kings,Rajasthan Royals,0,0,Chennai Super Kings
S Sreesanth,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
CH Gayle,Player,Royal Challengers Bangalore,Mumbai Indians,1,0,Mumbai Indians
KV Sharma,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Sunrisers Hyderabad
S Dhawan,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
RA Jadeja,Player,Gujarat Lions,Mumbai Indians,0,0,Gujarat Lions
CA Pujara,Player,Royal Challengers Bangalore,Deccan Chargers,0,0,Deccan Chargers
I Sharma,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
P Kumar,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
PA Patel,Keeper,Kochi Tuskers Kerala,Kolkata Knight Riders,0,0,Kolkata Knight Riders
JA Morkel,Player,Chennai Super Kings,Pune Warriors,0,1,Chennai Super Kings
SC Ganguly,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,1,4,Kolkata Knight Riders
I Sharma,Player,Deccan Chargers,Kolkata Knight Riders,0,0,Kolkata Knight Riders
SK Raina,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
CH Gayle,Player,Royal Challengers Bangalore,Deccan Chargers,0,1,Royal Challengers Bangalore
JA Morkel,Player,Chennai Super Kings,Rajasthan Royals,1,1,Chennai Super Kings
JP Duminy,Player,Delhi Daredevils,Kolkata Knight Riders,0,1,Delhi Daredevils
SS Tiwary,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Kolkata Knight Riders
WP Saha,Keeper,Kings XI Punjab,Royal Challengers Bangalore,0,0,Kings XI Punjab
CH Gayle,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
WP Saha,Keeper,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
V Sehwag,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
SR Watson,Player,Rajasthan Royals,Kolkata Knight Riders,0,1,Rajasthan Royals
RJ Harris,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Kings XI Punjab
Gurkeerat Singh,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
HH Pandya,Player,Mumbai Indians,Chennai Super Kings,0,0,Mumbai Indians
NV Ojha,Keeper,Delhi Daredevils,Deccan Chargers,0,1,Delhi Daredevils
MM Sharma,Player,Chennai Super Kings,Mumbai Indians,1,0,Chennai Super Kings
AM Nayar,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
RP Singh,Player,Deccan Chargers,Chennai Super Kings,0,0,Chennai Super Kings
A Kumble,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,0,4,Royal Challengers Bangalore
AS Raut,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
JD Unadkat,Player,Delhi Daredevils,Chennai Super Kings,0,1,Delhi Daredevils
A Kumble,Captain,Royal Challengers Bangalore,Deccan Chargers,1,3,Royal Challengers Bangalore
KV Sharma,Player,Sunrisers Hyderabad,Chennai Super Kings,0,0,Chennai Super Kings
RP Singh,Player,Deccan Chargers,Rajasthan Royals,0,0,Rajasthan Royals
R Dravid,Captain,Rajasthan Royals,Pune Warriors,0,4,Rajasthan Royals
MS Dhoni,CaptainKeeper,Rising Pune Supergiants,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
M Manhas,Player,Chennai Super Kings,Rajasthan Royals,0,0,Rajasthan Royals
STR Binny,Player,Royal Challengers Bangalore,Rising Pune Supergiants,0,1,Royal Challengers Bangalore
M Manhas,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
IK Pathan,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Delhi Daredevils
JJ Bumrah,Player,Mumbai Indians,Rising Pune Supergiants,0,1,Mumbai Indians
BJ Hodge,Player,Rajasthan Royals,Delhi Daredevils,0,1,Rajasthan Royals
A Mishra,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
DPMD Jayawardene,Captain,Kochi Tuskers Kerala,Deccan Chargers,0,3,Kochi Tuskers Kerala
TM Dilshan,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
V Sehwag,Captain,Delhi Daredevils,Rajasthan Royals,0,3,Delhi Daredevils
EJG Morgan,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
NV Ojha,Keeper,Delhi Daredevils,Royal Challengers Bangalore,0,1,Delhi Daredevils
JH Kallis,Player,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
RV Uthappa,Keeper,Royal Challengers Bangalore,Deccan Chargers,0,0,Royal Challengers Bangalore
LRPL Taylor,Player,Royal Challengers Bangalore,Deccan Chargers,0,0,Royal Challengers Bangalore
RP Singh,Player,Deccan Chargers,Kings XI Punjab,0,0,Deccan Chargers
SA Asnodkar,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
SE Marsh,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
DA Warner,Captain,Sunrisers Hyderabad,Kings XI Punjab,1,3,Sunrisers Hyderabad
IK Pathan,Player,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
MM Patel,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
Sandeep Sharma,Player,Kings XI Punjab,Royal Challengers Bangalore,1,0,Kings XI Punjab
MV Boucher,Player,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
AJ Finch,Captain,Pune Warriors,Mumbai Indians,0,3,Pune Warriors
AB de Villiers,Player,Royal Challengers Bangalore,Delhi Daredevils,0,0,Delhi Daredevils
G Gambhir,Captain,Kolkata Knight Riders,Sunrisers Hyderabad,1,3,Sunrisers Hyderabad
A Nehra,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
R Vinay Kumar,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
Harbhajan Singh,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
ST Jayasuriya,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
SK Raina,Captain,Chennai Super Kings,Delhi Daredevils,0,3,Delhi Daredevils
Imran Tahir,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
HV Patel,Player,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
G Gambhir,Player,Delhi Daredevils,Kings XI Punjab,0,0,Delhi Daredevils
AT Rayudu,Player,Mumbai Indians,Rajasthan Royals,0,0,Mumbai Indians
JH Kallis,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
NV Ojha,Keeper,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Sunrisers Hyderabad
HH Gibbs,Player,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
AD Mathews,Player,Pune Warriors,Delhi Daredevils,0,0,Delhi Daredevils
MM Sharma,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
S Anirudha,Player,Chennai Super Kings,Kings XI Punjab,0,0,Kings XI Punjab
KV Sharma,Player,Sunrisers Hyderabad,Pune Warriors,0,0,Pune Warriors
SK Warne,Captain,Rajasthan Royals,Kochi Tuskers Kerala,0,3,Kochi Tuskers Kerala
MV Boucher,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,Royal Challengers Bangalore
Yuvraj Singh,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
SS Iyer,Player,Delhi Daredevils,Kolkata Knight Riders,0,1,Delhi Daredevils
RV Uthappa,Keeper,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
RG Sharma,Captain,Mumbai Indians,Kings XI Punjab,0,3,Mumbai Indians
MK Pandey,Player,Kolkata Knight Riders,Delhi Daredevils,0,0,Delhi Daredevils
Bipul Sharma,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Sunrisers Hyderabad
S Dhawan,Captain,Sunrisers Hyderabad,Mumbai Indians,0,3,Sunrisers Hyderabad
DB Das,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
MM Sharma,Player,Chennai Super Kings,Rajasthan Royals,0,0,Rajasthan Royals
M Vohra,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
AM Nayar,Player,Kings XI Punjab,Pune Warriors,0,0,Pune Warriors
G Gambhir,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,Kolkata Knight Riders
DP Nannes,Player,Chennai Super Kings,Kolkata Knight Riders,0,1,Chennai Super Kings
PP Ojha,Player,Deccan Chargers,Rajasthan Royals,0,1,Deccan Chargers
Sandeep Sharma,Player,Kings XI Punjab,Sunrisers Hyderabad,0,1,Kings XI Punjab
AB de Villiers,Keeper,Royal Challengers Bangalore,Delhi Daredevils,0,0,Delhi Daredevils
SA Yadav,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
MC Henriques,Player,Sunrisers Hyderabad,Rajasthan Royals,0,0,Rajasthan Royals
KM Jadhav,Keeper,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
YS Chahal,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
S Sreesanth,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
ML Hayden,Player,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
NV Ojha,Keeper,Rajasthan Royals,Deccan Chargers,0,0,Rajasthan Royals
DA Miller,Player,Kings XI Punjab,Delhi Daredevils,0,0,Delhi Daredevils
SL Malinga,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
MK Tiwary,Player,Kolkata Knight Riders,Chennai Super Kings,0,1,Kolkata Knight Riders
Z Khan,Captain,Delhi Daredevils,Kings XI Punjab,0,4,Delhi Daredevils
G Gambhir,Captain,Kolkata Knight Riders,Rajasthan Royals,0,4,Kolkata Knight Riders
MEK Hussey,Player,Chennai Super Kings,Kings XI Punjab,0,0,Kings XI Punjab
R Bhatia,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
I Sharma,Player,Deccan Chargers,Kochi Tuskers Kerala,1,0,Kochi Tuskers Kerala
GJ Maxwell,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
DA Miller,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
RG Sharma,Captain,Mumbai Indians,Delhi Daredevils,0,3,Delhi Daredevils
LMP Simmons,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
M Muralitharan,Player,Chennai Super Kings,Mumbai Indians,0,1,Chennai Super Kings
DJ Hooda,Player,Sunrisers Hyderabad,Rising Pune Supergiants,0,0,Rising Pune Supergiants
MS Dhoni,CaptainKeeper,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
AC Gilchrist,CaptainKeeper,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
MS Gony,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
DP Nannes,Player,Delhi Daredevils,Mumbai Indians,0,0,Delhi Daredevils
MK Tiwary,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
S Nadeem,Player,Delhi Daredevils,Gujarat Lions,0,0,Gujarat Lions
MEK Hussey,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
CH Gayle,Player,Royal Challengers Bangalore,Kings XI Punjab,1,1,Royal Challengers Bangalore
R Dhawan,Player,Kings XI Punjab,Royal Challengers Bangalore,0,1,Kings XI Punjab
Harbhajan Singh,Captain,Mumbai Indians,Kolkata Knight Riders,0,4,Mumbai Indians
RA Jadeja,Player,Chennai Super Kings,Mumbai Indians,0,0,Mumbai Indians
SS Tiwary,Player,Mumbai Indians,Delhi Daredevils,0,1,Mumbai Indians
RV Uthappa,Keeper,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
V Sehwag,Captain,Delhi Daredevils,Kochi Tuskers Kerala,0,4,Delhi Daredevils
KD Karthik,Keeper,Gujarat Lions,Royal Challengers Bangalore,0,0,Gujarat Lions
AT Rayudu,Keeper,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
KP Pietersen,Captain,Delhi Daredevils,Kings XI Punjab,0,4,Delhi Daredevils
A Mishra,Player,Delhi Daredevils,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
Harbhajan Singh,Captain,Mumbai Indians,Chennai Super Kings,0,3,Chennai Super Kings
KD Karthik,Keeper,Royal Challengers Bangalore,Chennai Super Kings,0,1,Royal Challengers Bangalore
MG Johnson,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
DA Miller,Player,Kings XI Punjab,Royal Challengers Bangalore,0,1,Kings XI Punjab
MK Pandey,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
AB de Villiers,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Royal Challengers Bangalore
M Muralitharan,Player,Chennai Super Kings,Kings XI Punjab,0,0,Chennai Super Kings
AD Russell,Player,Kolkata Knight Riders,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
KA Pollard,Player,Mumbai Indians,Chennai Super Kings,0,1,Chennai Super Kings
AT Rayudu,Player,Mumbai Indians,Rising Pune Supergiants,0,0,Rising Pune Supergiants
Yuvraj Singh,Captain,Kings XI Punjab,Kolkata Knight Riders,0,3,Kolkata Knight Riders
Q de Kock,Keeper,Delhi Daredevils,Sunrisers Hyderabad,0,0,Delhi Daredevils
PA Patel,Keeper,Chennai Super Kings,Deccan Chargers,0,0,Deccan Chargers
JP Duminy,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
VVS Laxman,Player,Deccan Chargers,Rajasthan Royals,0,0,Rajasthan Royals
SC Ganguly,Captain,Pune Warriors,Delhi Daredevils,1,3,Delhi Daredevils
SL Malinga,Player,Mumbai Indians,Rajasthan Royals,0,0,Rajasthan Royals
V Kohli,Player,Royal Challengers Bangalore,Rajasthan Royals,0,1,Royal Challengers Bangalore
V Kohli,Captain,Royal Challengers Bangalore,Gujarat Lions,1,3,Gujarat Lions
GJ Bailey,Player,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Kolkata Knight Riders
KM Jadhav,Player,Delhi Daredevils,Rajasthan Royals,0,1,Delhi Daredevils
WD Parnell,Player,Pune Warriors,Mumbai Indians,0,0,Mumbai Indians
KK Cooper,Player,Rajasthan Royals,Delhi Daredevils,0,0,Rajasthan Royals
JJ Bumrah,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
G Gambhir,Captain,Kolkata Knight Riders,Sunrisers Hyderabad,0,4,Kolkata Knight Riders
F du Plessis,Player,Rising Pune Supergiants,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
JA Morkel,Player,Chennai Super Kings,Deccan Chargers,0,0,Deccan Chargers
Sandeep Sharma,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kings XI Punjab
RV Uthappa,Keeper,Kolkata Knight Riders,Kings XI Punjab,0,0,Kolkata Knight Riders
AR Patel,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
SR Watson,Captain,Rajasthan Royals,Royal Challengers Bangalore,0,3,Royal Challengers Bangalore
RE van der Merwe,Player,Delhi Daredevils,Kochi Tuskers Kerala,0,1,Delhi Daredevils
JP Faulkner,Player,Rajasthan Royals,Pune Warriors,0,1,Rajasthan Royals
EJG Morgan,Player,Kolkata Knight Riders,Rajasthan Royals,0,1,Kolkata Knight Riders
IK Pathan,Player,Kings XI Punjab,Chennai Super Kings,0,0,Kings XI Punjab
UT Yadav,Player,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,Kolkata Knight Riders
MM Sharma,Player,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
Z Khan,Player,Mumbai Indians,Deccan Chargers,0,1,Mumbai Indians
SE Marsh,Player,Kings XI Punjab,Rajasthan Royals,1,0,Rajasthan Royals
DJ Hooda,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Rajasthan Royals
B Kumar,Player,Pune Warriors,Rajasthan Royals,0,0,Rajasthan Royals
YK Pathan,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
V Sehwag,Player,Delhi Daredevils,Kolkata Knight Riders,0,1,Delhi Daredevils
PP Ojha,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MK Pandey,Player,Pune Warriors,Mumbai Indians,0,0,Mumbai Indians
AM Rahane,Player,Rajasthan Royals,Kochi Tuskers Kerala,0,1,Rajasthan Royals
KA Pollard,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
SE Marsh,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
AB de Villiers,Player,Royal Challengers Bangalore,Mumbai Indians,0,1,Royal Challengers Bangalore
P Kumar,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
R Vinay Kumar,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
BJ Hodge,Player,Rajasthan Royals,Sunrisers Hyderabad,0,1,Rajasthan Royals
SP Narine,Player,Kolkata Knight Riders,Delhi Daredevils,0,0,Delhi Daredevils
RV Uthappa,Player,Mumbai Indians,Kings XI Punjab,0,1,Mumbai Indians
HH Pandya,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
YK Pathan,Player,Kolkata Knight Riders,Kings XI Punjab,0,1,Kolkata Knight Riders
AJ Finch,Player,Gujarat Lions,Delhi Daredevils,0,0,Gujarat Lions
SA Yadav,Player,Kolkata Knight Riders,Rising Pune Supergiants,1,0,Rising Pune Supergiants
DPMD Jayawardene,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
M Vijay,Player,Chennai Super Kings,Mumbai Indians,0,0,Mumbai Indians
KM Jadhav,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
G Gambhir,Captain,Kolkata Knight Riders,Sunrisers Hyderabad,0,3,Sunrisers Hyderabad
AM Nayar,Player,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
M Kartik,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
NV Ojha,Keeper,Sunrisers Hyderabad,Gujarat Lions,0,0,Sunrisers Hyderabad
G Gambhir,Captain,Kolkata Knight Riders,Kings XI Punjab,0,3,Kings XI Punjab
M Vohra,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kings XI Punjab
WD Parnell,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Delhi Daredevils
S Aravind,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
DPMD Jayawardene,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
AM Rahane,Player,Rajasthan Royals,Delhi Daredevils,0,0,Delhi Daredevils
MK Pandey,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
AB Dinda,Player,Pune Warriors,Delhi Daredevils,0,0,Delhi Daredevils
WP Saha,Player,Chennai Super Kings,Rajasthan Royals,0,0,Rajasthan Royals
AJ Finch,Player,Gujarat Lions,Sunrisers Hyderabad,0,0,Gujarat Lions
RV Uthappa,Player,Pune Warriors,Rajasthan Royals,0,0,Rajasthan Royals
AC Gilchrist,CaptainKeeper,Deccan Chargers,Rajasthan Royals,0,0,Deccan Chargers
A Nehra,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Kolkata Knight Riders
DB Ravi Teja,Player,Deccan Chargers,Rajasthan Royals,0,1,Deccan Chargers
F du Plessis,Player,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Rising Pune Supergiants
MG Johnson,Player,Kings XI Punjab,Chennai Super Kings,0,0,Kings XI Punjab
MS Dhoni,CaptainKeeper,Rising Pune Supergiants,Gujarat Lions,0,0,Rising Pune Supergiants
SPD Smith,Captain,Rajasthan Royals,Royal Challengers Bangalore,0,3,Royal Challengers Bangalore
DR Smith,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
NV Ojha,Keeper,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
S Badrinath,Player,Chennai Super Kings,Mumbai Indians,0,0,Chennai Super Kings
DW Steyn,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
PP Chawla,Player,Kings XI Punjab,Deccan Chargers,0,0,Deccan Chargers
KA Pollard,Player,Mumbai Indians,Chennai Super Kings,0,1,Mumbai Indians
MK Pandey,Player,Pune Warriors,Delhi Daredevils,0,0,Pune Warriors
UT Yadav,Player,Delhi Daredevils,Kolkata Knight Riders,0,0,Kolkata Knight Riders
PA Patel,Keeper,Kochi Tuskers Kerala,Chennai Super Kings,0,0,Kochi Tuskers Kerala
JA Morkel,Player,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
RP Singh,Player,Rising Pune Supergiants,Gujarat Lions,0,0,Gujarat Lions
V Sehwag,Captain,Delhi Daredevils,Deccan Chargers,0,3,Deccan Chargers
M Kartik,Player,Pune Warriors,Deccan Chargers,0,0,Deccan Chargers
R Ashwin,Player,Chennai Super Kings,Kings XI Punjab,0,0,Chennai Super Kings
SS Iyer,Player,Delhi Daredevils,Rising Pune Supergiants,0,1,Delhi Daredevils
DA Warner,Player,Delhi Daredevils,Mumbai Indians,0,0,Delhi Daredevils
RG Sharma,Captain,Mumbai Indians,Rajasthan Royals,0,3,Mumbai Indians
LMP Simmons,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
Yuvraj Singh,Player,Sunrisers Hyderabad,Rising Pune Supergiants,0,0,Sunrisers Hyderabad
PC Valthaty,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
AB de Villiers,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
CJ Anderson,Player,Delhi Daredevils,Gujarat Lions,0,1,Delhi Daredevils
MM Sharma,Player,Kings XI Punjab,Delhi Daredevils,0,1,Kings XI Punjab
P Negi,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
SR Tendulkar,Captain,Mumbai Indians,Kings XI Punjab,0,4,Mumbai Indians
EJG Morgan,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
M Kartik,Player,Royal Challengers Bangalore,Rajasthan Royals,0,0,Rajasthan Royals
KC Sangakkara,Keeper,Kings XI Punjab,Deccan Chargers,0,1,Kings XI Punjab
PV Tambe,Player,Rajasthan Royals,Delhi Daredevils,0,1,Rajasthan Royals
DL Vettori,Player,Delhi Daredevils,Rajasthan Royals,0,0,Delhi Daredevils
SL Malinga,Player,Mumbai Indians,Rajasthan Royals,0,1,Mumbai Indians
MK Tiwary,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
JA Morkel,Player,Delhi Daredevils,Chennai Super Kings,0,0,Delhi Daredevils
G Gambhir,Captain,Kolkata Knight Riders,Pune Warriors,0,3,Pune Warriors
AB de Villiers,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
