Player_Name,Role_Desc,Player_team,Opposit_Team,is_manofThematch,pscore,City_Name,
R Vinay Kumar,Player,Royal Challengers Bangalore,Kings XI Punjab,FALSE,1,Royal Challengers Bangalore,Delhi Daredevils
DW Steyn,Player,Royal Challengers Bangalore,Kings XI Punjab,FALSE,1,Royal Challengers Bangalore,Kochi Tuskers Kerala
MK Pandey,Player,Royal Challengers Bangalore,Kings XI Punjab,FALSE,1,Royal Challengers Bangalore,Kochi Tuskers Kerala
A Kumble,Captain,Royal Challengers Bangalore,Kings XI Punjab,FALSE,4,Royal Challengers Bangalore,Sunrisers Hyderabad
EJG Morgan,Player,Royal Challengers Bangalore,Kings XI Punjab,FALSE,1,Royal Challengers Bangalore,Chennai Super Kings
ML Hayden,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Deccan Chargers
MS Dhoni,CaptainKeeper,Chennai Super Kings,Kolkata Knight Riders,TRUE,0,Kolkata Knight Riders,Chennai Super Kings
SK Raina,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Kings XI Punjab
S Badrinath,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Kochi Tuskers Kerala
JA Morkel,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Delhi Daredevils
MS Gony,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Royal Challengers Bangalore
M Muralitharan,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Chennai Super Kings
L Balaji,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Deccan Chargers
M Vijay,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Kolkata Knight Riders
R Ashwin,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Deccan Chargers
JM Kemp,Player,Chennai Super Kings,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,Royal Challengers Bangalore
SC Ganguly,Captain,Kolkata Knight Riders,Chennai Super Kings,FALSE,4,Kolkata Knight Riders,Kings XI Punjab
WP Saha,Keeper,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Delhi Daredevils
LR Shukla,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Deccan Chargers
M Kartik,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Rajasthan Royals
I Sharma,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Kings XI Punjab
MK Tiwary,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Mumbai Indians
BJ Hodge,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Chennai Super Kings
AD Mathews,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Mumbai Indians
OA Shah,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Kolkata Knight Riders
RS Gavaskar,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Chennai Super Kings
SE Bond,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,1,Kolkata Knight Riders,Kolkata Knight Riders
Z Khan,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Pune Warriors
ST Jayasuriya,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kolkata Knight Riders
Harbhajan Singh,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Royal Challengers Bangalore
DJ Bravo,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kings XI Punjab
SS Tiwary,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Delhi Daredevils
SR Tendulkar,Captain,Mumbai Indians,Delhi Daredevils,TRUE,3,Delhi Daredevils,Rajasthan Royals
SL Malinga,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kings XI Punjab
AP Tare,Keeper,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kings XI Punjab
AT Rayudu,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Gujarat Lions
R Sathish,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kings XI Punjab
KA Pollard,Player,Mumbai Indians,Delhi Daredevils,FALSE,0,Delhi Daredevils,Royal Challengers Bangalore
G Gambhir,Captain,Delhi Daredevils,Mumbai Indians,FALSE,4,Delhi Daredevils,Rajasthan Royals
V Sehwag,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Chennai Super Kings
KD Karthik,Keeper,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Delhi Daredevils
MF Maharoof,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Kolkata Knight Riders
AB de Villiers,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Kolkata Knight Riders
PJ Sangwan,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Deccan Chargers
TM Dilshan,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Mumbai Indians
A Mishra,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Royal Challengers Bangalore
M Manhas,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Chennai Super Kings
S Ladda,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Royal Challengers Bangalore
DP Nannes,Player,Delhi Daredevils,Mumbai Indians,FALSE,1,Delhi Daredevils,Kings XI Punjab
R Dravid,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
V Kohli,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Rajasthan Royals
JH Kallis,Player,Royal Challengers Bangalore,Rajasthan Royals,TRUE,1,Royal Challengers Bangalore,Chennai Super Kings
MV Boucher,Keeper,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Rajasthan Royals
P Kumar,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Delhi Daredevils
RV Uthappa,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Delhi Daredevils
R Vinay Kumar,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kolkata Knight Riders
DW Steyn,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
MK Pandey,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
A Kumble,Captain,Royal Challengers Bangalore,Rajasthan Royals,FALSE,4,Royal Challengers Bangalore,Rajasthan Royals
EJG Morgan,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Mumbai Indians
YK Pathan,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Royal Challengers Bangalore
SK Warne,Captain,Rajasthan Royals,Royal Challengers Bangalore,FALSE,3,Royal Challengers Bangalore,Mumbai Indians
SK Trivedi,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Chennai Super Kings
MM Patel,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Mumbai Indians
NV Ojha,Keeper,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kolkata Knight Riders
M Morkel,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kings XI Punjab
AA Jhunjhunwala,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Royal Challengers Bangalore
P Dogra,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kolkata Knight Riders
MJ Lumb,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Mumbai Indians
DR Martyn,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kolkata Knight Riders
S Narwal,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kings XI Punjab
V Sehwag,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Mumbai Indians
KD Karthik,CaptainKeeper,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Royal Challengers Bangalore
R Bhatia,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Rising Pune Supergiants
AB de Villiers,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Chennai Super Kings
PJ Sangwan,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Royal Challengers Bangalore
TM Dilshan,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Kings XI Punjab
A Mishra,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Delhi Daredevils
M Manhas,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Royal Challengers Bangalore
DA Warner,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Delhi Daredevils
DP Nannes,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Rajasthan Royals
UT Yadav,Player,Delhi Daredevils,Chennai Super Kings,FALSE,1,Delhi Daredevils,Deccan Chargers
PA Patel,Keeper,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Mumbai Indians
ML Hayden,Player,Chennai Super Kings,Delhi Daredevils,TRUE,0,Delhi Daredevils,Kings XI Punjab
SK Raina,Captain,Chennai Super Kings,Delhi Daredevils,FALSE,3,Delhi Daredevils,Delhi Daredevils
S Badrinath,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Chennai Super Kings
JA Morkel,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Sunrisers Hyderabad
Joginder Sharma,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Delhi Daredevils
M Muralitharan,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Gujarat Lions
L Balaji,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Delhi Daredevils
M Vijay,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Kolkata Knight Riders
R Ashwin,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Delhi Daredevils
JM Kemp,Player,Chennai Super Kings,Delhi Daredevils,FALSE,0,Delhi Daredevils,Delhi Daredevils
AC Gilchrist,CaptainKeeper,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Sunrisers Hyderabad
VVS Laxman,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Chennai Super Kings
A Symonds,Player,Deccan Chargers,Kings XI Punjab,TRUE,0,Deccan Chargers,Rajasthan Royals
RG Sharma,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Kolkata Knight Riders
WPUJC Vaas,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Kolkata Knight Riders
RP Singh,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Rajasthan Royals
HH Gibbs,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Kings XI Punjab
PP Ojha,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Deccan Chargers
TL Suman,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
Anirudh Singh,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Kings XI Punjab
Jaskaran Singh,Player,Deccan Chargers,Kings XI Punjab,FALSE,0,Deccan Chargers,Delhi Daredevils
KC Sangakkara,CaptainKeeper,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Rajasthan Royals
Yuvraj Singh,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Chennai Super Kings
IK Pathan,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
DPMD Jayawardene,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
PP Chawla,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
S Sreesanth,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Sunrisers Hyderabad
RS Bopara,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Deccan Chargers
MS Bisla,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Chennai Super Kings
AB Barath,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Rajasthan Royals
Bipul Sharma,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Pune Warriors
SJ Srivastava,Player,Kings XI Punjab,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
YK Pathan,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Delhi Daredevils
SK Warne,Captain,Rajasthan Royals,Kolkata Knight Riders,FALSE,3,Rajasthan Royals,Kings XI Punjab
SK Trivedi,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Rajasthan Royals
MM Patel,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Rajasthan Royals
NV Ojha,Keeper,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Mumbai Indians
AA Jhunjhunwala,Player,Rajasthan Royals,Kolkata Knight Riders,TRUE,0,Rajasthan Royals,Delhi Daredevils
P Dogra,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Pune Warriors
MJ Lumb,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Mumbai Indians
FY Fazal,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Chennai Super Kings
AC Voges,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Kings XI Punjab
SW Tait,Player,Rajasthan Royals,Kolkata Knight Riders,FALSE,0,Rajasthan Royals,Delhi Daredevils
SC Ganguly,Captain,Kolkata Knight Riders,Rajasthan Royals,FALSE,3,Rajasthan Royals,Sunrisers Hyderabad
WP Saha,Keeper,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Pune Warriors
M Kartik,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Royal Challengers Bangalore
I Sharma,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Royal Challengers Bangalore
MK Tiwary,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Mumbai Indians
BJ Hodge,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Mumbai Indians
AB Dinda,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Kings XI Punjab
AD Mathews,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Sunrisers Hyderabad
CA Pujara,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Royal Challengers Bangalore
OA Shah,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Mumbai Indians
SE Bond,Player,Kolkata Knight Riders,Rajasthan Royals,FALSE,0,Rajasthan Royals,Rajasthan Royals
Z Khan,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Rajasthan Royals
ST Jayasuriya,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Royal Challengers Bangalore
Harbhajan Singh,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Deccan Chargers
DJ Bravo,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Delhi Daredevils
SS Tiwary,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Kolkata Knight Riders
SR Tendulkar,Captain,Mumbai Indians,Royal Challengers Bangalore,FALSE,4,Mumbai Indians,Sunrisers Hyderabad
SL Malinga,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Royal Challengers Bangalore
AP Tare,Keeper,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Chennai Super Kings
AT Rayudu,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Mumbai Indians
R Sathish,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Royal Challengers Bangalore
KA Pollard,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,Mumbai Indians
R Dravid,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Royal Challengers Bangalore
V Kohli,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Rajasthan Royals
JH Kallis,Player,Royal Challengers Bangalore,Mumbai Indians,TRUE,0,Mumbai Indians,Chennai Super Kings
MV Boucher,Keeper,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Chennai Super Kings
P Kumar,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Royal Challengers Bangalore
RV Uthappa,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Deccan Chargers
R Vinay Kumar,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Deccan Chargers
DW Steyn,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Pune Warriors
MK Pandey,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Kolkata Knight Riders
A Kumble,Captain,Royal Challengers Bangalore,Mumbai Indians,FALSE,3,Mumbai Indians,Rising Pune Supergiants
EJG Morgan,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,Kolkata Knight Riders
AC Gilchrist,CaptainKeeper,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Kolkata Knight Riders
Y Venugopal Rao,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Chennai Super Kings
A Symonds,Player,Deccan Chargers,Delhi Daredevils,TRUE,0,Deccan Chargers,Kings XI Punjab
RG Sharma,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Rajasthan Royals
WPUJC Vaas,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Rajasthan Royals
RP Singh,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Kings XI Punjab
HH Gibbs,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Chennai Super Kings
PP Ojha,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Rajasthan Royals
TL Suman,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Kings XI Punjab
MD Mishra,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Mumbai Indians
R Sharma,Player,Deccan Chargers,Delhi Daredevils,FALSE,0,Deccan Chargers,Delhi Daredevils
V Sehwag,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Deccan Chargers
KD Karthik,CaptainKeeper,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Chennai Super Kings
AB de Villiers,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
A Mishra,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
MC Henriques,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Rajasthan Royals
M Manhas,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
DA Warner,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
Y Nagar,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
S Ladda,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Delhi Daredevils
DP Nannes,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Chennai Super Kings
UT Yadav,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
KC Sangakkara,CaptainKeeper,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Mumbai Indians
Yuvraj Singh,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Mumbai Indians
IK Pathan,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Rising Pune Supergiants
M Kaif,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kings XI Punjab
DPMD Jayawardene,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kings XI Punjab
PP Chawla,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Royal Challengers Bangalore
RR Powar,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kochi Tuskers Kerala
RS Bopara,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Chennai Super Kings
MS Bisla,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Delhi Daredevils
J Theron,Player,Kings XI Punjab,Chennai Super Kings,TRUE,0,Chennai Super Kings,Delhi Daredevils
SJ Srivastava,Player,Kings XI Punjab,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kolkata Knight Riders
PA Patel,Keeper,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
ML Hayden,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
SK Raina,Captain,Chennai Super Kings,Kings XI Punjab,FALSE,4,Chennai Super Kings,Mumbai Indians
S Badrinath,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
JA Morkel,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Delhi Daredevils
MS Gony,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Sunrisers Hyderabad
M Muralitharan,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Rajasthan Royals
L Balaji,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Delhi Daredevils
M Vijay,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Chennai Super Kings
R Ashwin,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Chennai Super Kings
JM Kemp,Player,Chennai Super Kings,Kings XI Punjab,FALSE,1,Chennai Super Kings,Kings XI Punjab
Z Khan,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Delhi Daredevils
S Dhawan,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Kolkata Knight Riders
Harbhajan Singh,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Kings XI Punjab
DJ Bravo,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Royal Challengers Bangalore
SS Tiwary,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Chennai Super Kings
SR Tendulkar,Captain,Mumbai Indians,Kolkata Knight Riders,TRUE,4,Mumbai Indians,Kolkata Knight Riders
SL Malinga,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Chennai Super Kings
AP Tare,Keeper,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Royal Challengers Bangalore
R Sathish,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Kolkata Knight Riders
R McLaren,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Mumbai Indians
KA Pollard,Player,Mumbai Indians,Kolkata Knight Riders,FALSE,1,Mumbai Indians,Sunrisers Hyderabad
SC Ganguly,Captain,Kolkata Knight Riders,Mumbai Indians,FALSE,3,Mumbai Indians,Kings XI Punjab
WP Saha,Keeper,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Sunrisers Hyderabad
M Kartik,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Rajasthan Royals
I Sharma,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Kings XI Punjab
CH Gayle,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Kolkata Knight Riders
AD Mathews,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Rajasthan Royals
CA Pujara,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Chennai Super Kings
OA Shah,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Chennai Super Kings
SE Bond,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Kolkata Knight Riders
Mandeep Singh,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Delhi Daredevils
Harpreet Singh,Player,Kolkata Knight Riders,Mumbai Indians,FALSE,0,Mumbai Indians,Delhi Daredevils
R Dravid,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Deccan Chargers
V Kohli,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
JH Kallis,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Mumbai Indians
MV Boucher,Keeper,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Kolkata Knight Riders
P Kumar,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Rising Pune Supergiants
RV Uthappa,Player,Royal Challengers Bangalore,Chennai Super Kings,TRUE,1,Royal Challengers Bangalore,Mumbai Indians
R Vinay Kumar,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
DW Steyn,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Rajasthan Royals
MK Pandey,Player,Royal Challengers Bangalore,Chennai Super Kings,FALSE,1,Royal Challengers Bangalore,Sunrisers Hyderabad
A Kumble,Captain,Royal Challengers Bangalore,Chennai Super Kings,FALSE,4,Royal Challengers Bangalore,Delhi Daredevils
